Job Title,Company,Location,Experience,Salary,Link
Data Engineer,Fusion Plus Solutions Inc,Hyderabad,5-8 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-fusion-plus-solutions-inc-hyderabad-5-to-8-years-170924505960
Data Scientist,Bizviz Technologies,"Hyderabad, Bengaluru",3-8 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-big-data-bizviz-bizviz-technologies-pvt-ltd-hyderabad-bengaluru-3-to-8-years-170719501655
Data Engineer,Amgen Inc,Hyderabad,1-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-horizon-therapeutics-hyderabad-1-to-3-years-151025500239
Data Engineer - Tableau,Tiger Analytics,"Hyderabad, Chennai",0-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-tableau-tiger-analytics-hyderabad-chennai-0-to-4-years-150223501118
Data Engineer,Netlink Software,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",1-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-netlink-software-group-america-inc-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-1-to-4-years-150125501602
Data Engineer,Amgen Inc,Hyderabad,5-9 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-amgen-inc-hyderabad-5-to-9-years-141125921676
Data Engineer,Amgen Inc,Hyderabad,5-9 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-amgen-inc-hyderabad-5-to-9-years-141125921653
Data Engineer,Amgen Inc,Hyderabad,5-9 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-amgen-inc-hyderabad-5-to-9-years-141125920993
Data Engineer,Amgen Inc,Hyderabad,5-9 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-amgen-inc-hyderabad-5-to-9-years-141125920359
Data Engineer,Amgen Inc,Hyderabad,5-9 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-amgen-inc-hyderabad-5-to-9-years-141125920330
Data Engineer,Amgen Inc,Hyderabad,1-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-amgen-inc-hyderabad-1-to-3-years-141125920279
Data Engineer,Unison Consulting,Hyderabad,7-14 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-unison-consulting-hyderabad-7-to-14-years-141023500694
Data Engineer,Edgematics,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",1-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-edgematics-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-1-to-4-years-140525503526
Data Engineer,Amgen Inc,Hyderabad,1-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-amgen-inc-hyderabad-1-to-3-years-131125910229
Data Engineer,Amgen Inc,Hyderabad,6-9 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-amgen-inc-hyderabad-6-to-9-years-131125910225
Data Engineer,Fusion Plus Solutions Inc,Hyderabad,5-8 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-fusion-plus-solutions-inc-hyderabad-5-to-8-years-131124501131
SPARK Data Onboarding Engineer,Photon,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",5-10 Yrs,Not Disclosed,https://www.naukri.com/job-listings-spark-data-onboarding-engineer-photon-infotech-p-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-5-to-10-years-130125505812
Data Engineer,Amgen Inc,Hyderabad,1-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-amgen-inc-hyderabad-1-to-3-years-121125931328
Data Engineer - Onsite,Spino Technologies,Hyderabad,5-10 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-onsite-spino-technologies-private-limited-hyderabad-5-to-10-years-120925503557
Data Engineer,Amgen Inc,Hyderabad,1-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-horizon-therapeutics-hyderabad-1-to-4-years-120925501207
Data Scientist - Internal Audit,Applause,Hyderabad,5-8 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-internal-audit-applause-hyderabad-5-to-8-years-120924502777
Gen AI and Machine Learning Data Scientist,Diverse Lynx,Hyderabad,4-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-gen-ai-and-machine-learning-data-scientist-diverse-lynx-hyderabad-4-to-5-years-120625503000
Data Scientist (US Value & Access Insights),Amgen Inc,Hyderabad,1-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-us-value-access-insights-amgen-inc-hyderabad-1-to-3-years-111125941566
Data Engineer,Amgen Inc,Hyderabad,5-9 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-amgen-inc-hyderabad-5-to-9-years-111125939940
Data Engineer,Amgen Inc,Hyderabad,5-9 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-amgen-inc-hyderabad-5-to-9-years-111125916928
Data Scientist  (US Value & Access Insights),Amgen Inc,Hyderabad,3-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-us-value-access-insights-amgen-inc-hyderabad-3-to-7-years-101125914995
Data Engineer,Photon,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-photon-infotech-p-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-2-to-5-years-101123500226
IB Field Data Engineer,Apptad,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-8 Yrs,Not Disclosed,https://www.naukri.com/job-listings-ib-field-data-engineer-apptad-inc-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-8-years-100925504290
Data Engineer,Amgen Inc,Hyderabad,5-9 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-horizon-therapeutics-hyderabad-5-to-9-years-100925501286
Data Scientist,Kashsam Data Solutions,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-kashsam-data-solutions-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-7-years-100424500910
Data Engineer,Wallero Technologies,Hyderabad,6-11 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-wallero-technologies-hyderabad-6-to-11-years-080124501422
GA4 & Looker Studio Analyst,Iote Technologies,Hyderabad,2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-ga4-looker-studio-analyst-iote-technologies-hyderabad-2-to-4-years-070624501114
Data Engineer,Innominds Software,"Hyderabad, Bengaluru",2-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-innominds-hyderabad-bengaluru-2-to-5-years-070322501831
NEED DATA ENGINEER,Incrivelsoft,Hyderabad,5-10 Yrs,Not Disclosed,https://www.naukri.com/job-listings-need-data-engineer-incrivelsoft-private-limited-hyderabad-5-to-10-years-070225504365
Data Scientist,PAYODA,Hyderabad,4-6 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-payoda-technologies-pvt-ltd-hyderabad-4-to-6-years-061224504629
Data Scientist,Fort Technologies,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",1-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-fort-technologies-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-1-to-3-years-051124502448
Data Engineer,Tezo,Hyderabad,2-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-technovert-solutions-hyderabad-2-to-5-years-050724501378
Data Engineer,Retailcloud,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",1-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-retailcloud-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-1-to-4-years-050525501999
Talend Data Engineer,Diverse Lynx,Hyderabad,2-6 Yrs,Not Disclosed,https://www.naukri.com/job-listings-talend-data-engineer-diverse-lynx-hyderabad-2-to-6-years-041023500278
Data Engineer,Fusion Plus Solutions Inc,Hyderabad,2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-fusion-plus-solutions-inc-hyderabad-2-to-4-years-030625502571
Data Scientist,Quadrytrix,Hyderabad,1-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-quadrytrix-hyderabad-1-to-4-years-030221500100
Data Engineer,Comviva Technology,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-comviva-technologies-limited-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-2-to-3-years-030125501136
Data Engineer,Amgen Inc,Hyderabad,5-9 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-horizon-therapeutics-hyderabad-5-to-9-years-020925501642
Data Engineer,Rationalz,Hyderabad,8-13 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-rationalz-hyderabad-8-to-13-years-020825500416
"Data Scientist - ML Engineer (Python, MLOps, LLM)",Rationalz,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",5-10 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-ml-engineer-python-mlops-llm-rationalz-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-5-to-10-years-020825500037
Data Scientist,The It Mind Services,"Kolkata, Mumbai, Hyderabad, New Delhi, Pune, Chennai, Bengaluru",4-12 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-the-it-mind-kolkata-mumbai-hyderabad-new-delhi-pune-chennai-bengaluru-4-to-12-years-020823500701
MIS Executive,Client Server Tech,Hyderabad,1-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-mis-executive-client-server-tech-hyderabad-1-to-3-years-020625500831
Data Engineer,Upsteer,Hyderabad,2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-upsteer-hyderabad-2-to-4-years-020323500028
Data Engineer,Amgen Inc,Hyderabad,1-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-horizon-therapeutics-hyderabad-1-to-3-years-011025501628
Data Engineer,Amgen Inc,Hyderabad,3-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-horizon-therapeutics-hyderabad-3-to-5-years-011025501627
Data Scientist,Not Available,"Chennai, India",2-5 Yrs,"50,000-3 Lacs PA",https://www.naukri.com/job-listings-data-scientist-not-available-chennai-india-2-to-5-years-101225013239
OTBI Analyst,Infobeans,"Indore, Nagar, Pune",7-9 Yrs,Not Disclosed,https://www.naukri.com/job-listings-otbi-analyst-infobeans-technologies-limited-indore-nagar-pune-7-to-9-years-081225905397
UX/Data Storyteller Analyst,Forbes Global 2000 MNC in Electronic Components,Bengaluru,14-19 Yrs,Not Disclosed,https://www.naukri.com/job-listings-ux-data-storyteller-analyst-rgbsi-bengaluru-14-to-19-years-051225915924
CHESS/ ESG - Data Analyst,Trafigura,Mumbai,0-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-chess-esg-data-analyst-trafigura-mumbai-0-to-5-years-051225029680
Data Analyst,Narayana Health (NH),Hybrid - Bengaluru,2-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-narayana-health-nh-bengaluru-2-to-5-years-051225018302
Data Analyst - BFSI,Tiger Analytics,Chennai,3-8 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-bfsi-tiger-analytics-chennai-3-to-8-years-051225011515
Data Ops DQ Analyst,Barclays,Noida,1-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-ops-dq-analyst-barclays-shared-services-noida-1-to-7-years-041225502927
Data Analyst,Clirnet Services,Kolkata,0-2 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-clirnet-services-pvt-ltd-kolkata-0-to-2-years-041225501470
Data Analyst,Kidvento,"Hubli, Mangaluru, Mysuru, Bengaluru, Belgaum",2-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-kidvento-education-and-research-hubli-mangaluru-mysuru-bengaluru-belgaum-2-to-7-years-041225500466
Data Analyst (English Required),Peroptyx,Remote,0-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-english-required-peroptyx-delhi-ncr-0-to-5-years-041225037328
Data Analyst - Night Shift,Indium Software,Remote,2-6 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-night-shift-indium-software-bengaluru-2-to-6-years-041225028333
Data Analyst,the Sleep Company,Mumbai (All Areas)(Andheri),2-5 Yrs,7-10 Lacs PA,https://www.naukri.com/job-listings-data-analyst-the-sleep-company-mumbai-all-areas-2-to-5-years-041225025321
Data Analyst,Canon,Gurugram,2-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-canon-gurugram-2-to-5-years-041225021501
Data Analyst,Tata Consultancy Services,"Gandhinagar, Vadodara",2-6 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-tata-consultancy-services-gandhinagar-vadodara-2-to-6-years-041225016196
Data Analyst,Antarctica Global,Remote,0-1 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-antarctica-global-remote-0-to-1-years-051225502578
Data Scientist,Virtusa,Gurugram,3-6 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-virtusa-consulting-services-pvt-ltd-gurugram-3-to-6-years-041225918347
data scientists,Medblue Innovations,Lucknow,3-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientists-medblue-innovations-private-limited-lucknow-3-to-7-years-051225500113
data scientists,Medblue Innovations,Lucknow,3-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientists-medblue-innovations-private-limited-lucknow-3-to-7-years-051225500112
Data Analyst (Python),KPMG Assurance and Consulting Services LLP,"Pune, Gurugram, Bengaluru",6-9 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-python-kpmg-assurance-and-consulting-services-llp-pune-gurugram-bengaluru-6-to-9-years-290925018809
Data Governance Analyst,Barclaycard Payments,Bengaluru,3-6 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-governance-analyst-barclaycard-payments-bengaluru-3-to-6-years-281125504812
Data Analyst,Connected Value Health Solutions,Coimbatore,3-4 Yrs,4-6 Lacs PA,https://www.naukri.com/job-listings-data-analyst-connected-value-health-solutions-coimbatore-3-to-4-years-281125024858
Data Analyst,Leading Client,Bengaluru,4-6 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-ideslabs-private-limited-bengaluru-4-to-6-years-261125915718
Data Analyst,Cisco,Hybrid - Bengaluru,3-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-cisco-systems-india-private-limited-bengaluru-3-to-4-years-261125912379
Data Analyst,Also Energy,"Noida, Gurugram, Delhi / NCR",0-2 Yrs,4-5 Lacs PA,https://www.naukri.com/job-listings-data-analyst-also-energy-noida-gurugram-delhi-ncr-0-to-2-years-261125035687
Data Analyst,ipsaa Day Care,Gurugram,4-6 Yrs,4.75-6 Lacs PA,https://www.naukri.com/job-listings-data-analyst-ipsaa-day-care-gurugram-4-to-6-years-261125022631
Data Analyst,Mako It Lab,Chennai,3-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-mako-it-lab-chennai-3-to-5-years-251125502345
Data Analyst,Patterns Furnishing,Chennai,1-2 Yrs,2.5-3.5 Lacs PA,https://www.naukri.com/job-listings-data-analyst-patterns-furnishing-chennai-1-to-2-years-251125019576
Data Analyst,Orion Corporate Alliance,Jamshedpur,2-5 Yrs,3-6 Lacs PA,https://www.naukri.com/job-listings-data-analyst-orion-jamshedpur-2-to-5-years-201125031896
Data Analyst,Victoria Realtors,Coimbatore(Race Course ),2-6 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-victoria-realtors-coimbatore-2-to-6-years-061225014846
Data Analyst,Ecoscrap Solutions,Remote,1-3 Yrs,4-9 Lacs PA,https://www.naukri.com/job-listings-data-analyst-ecoscrap-solutions-bengaluru-1-to-3-years-051225021271
Data Analyst,Office BEACON,Remote,3-8 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-office-beacon-vadodara-3-to-8-years-051225016925
Data Analyst,Anytime Logistic,Hybrid - Canada,2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-anytime-logistic-canada-2-to-4-years-051025003594
Data Analyst,For FMCG Industries,"Unnao, Kanpur, Kanpur Nagar",4-9 Yrs,3-4 Lacs PA,https://www.naukri.com/job-listings-data-analyst-amax-placement-services-unnao-kanpur-kanpur-nagar-4-to-9-years-031225030964
Data Analyst,Key Computer Applications,Hybrid - Bengaluru,2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-key-computer-applications-bengaluru-2-to-4-years-031225022226
Data Analyst,Creditas Solutions,Gurugram,1-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-creditas-solutions-gurugram-1-to-4-years-021225022860
Data Analyst,Epsilon Data Management,Bengaluru,2-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-epsilon-asia-group-of-companies-bengaluru-2-to-7-years-011225503127
Data Analyst,Pylon Management Consulting,Chennai,5-9 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-pylon-management-consulting-chennai-5-to-9-years-011225026433
Part-Time Data Analyst & Power BI Developer,Mumbai Bulls,Remote,3-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-part-time-data-analyst-power-bi-developer-mumbai-bulls-kolkata-3-to-7-years-011225013202
Data Analyst - Andheri,Cygnus,Mumbai (All Areas),3-8 Yrs,8-9 Lacs PA,https://www.naukri.com/job-listings-data-analyst-andheri-cygnus-ad-consulting-mumbai-all-areas-3-to-8-years-220925915322
Data Engineer / Analyst,Naghavi Fintech,Bengaluru,2-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-analyst-naghavi-fintech-bengaluru-2-to-5-years-260724502899
Engineer - Methods & Tools (Data Analyst),Premium Aerotec,Bengaluru,4-9 Yrs,Not Disclosed,https://www.naukri.com/job-listings-engineer-methods-tools-data-analyst-aerotec-bengaluru-4-to-9-years-080925503299
Analyst,Societe Generale Global Solution Centre,Bengaluru,3-6 Yrs,Not Disclosed,https://www.naukri.com/job-listings-analyst-societe-generale-global-solution-centre-bengaluru-3-to-6-years-261125503457
AIML Data Scientist,Cognizant,Chennai,6-10 Yrs,Not Disclosed,https://www.naukri.com/job-listings-aiml-data-scientist-cognizant-chennai-6-to-10-years-261125037709
Data Scientist,Cognizant,Chennai,6-10 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-cognizant-chennai-6-to-10-years-261125025972
Data Engineer,Accenture,Bengaluru,2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-4-years-021225919541
MIS Executive,Sysnet,Mumbai,0-6 Yrs,Not Disclosed,https://www.naukri.com/job-listings-mis-executive-sysnet-global-technologies-pvt-ltd-mumbai-0-to-6-years-021225505852
Data Engineer,Accenture,Bengaluru,2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-4-years-011225932447
Data Engineer,Accenture,Pune,2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-pune-2-to-4-years-011225932363
PPSM Analyst,Accenture,Bengaluru,3-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-ppsm-analyst-accenture-solutions-pvt-ltd-bengaluru-3-to-5-years-011225929508
OTBI Analyst,Infobeans,"Indore, Nagar, Pune",7-11 Yrs,Not Disclosed,https://www.naukri.com/job-listings-otbi-analyst-infobeans-technologies-limited-indore-nagar-pune-7-to-11-years-011225921868
Data Analyst,ADA Tech Solutions,Nashik,3-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-ada-tech-solutions-private-limited-nashik-3-to-5-years-281125931069
Data Analyst,ADA Tech Solutions,Nashik,3-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-ada-tech-solutions-private-limited-nashik-3-to-5-years-281125930523
Data Analyst,A leading organisation,Remote,4-9 Yrs,10-18 Lacs PA,https://www.naukri.com/job-listings-data-analyst-b2n-management-consulting-kerala-thiruvananthapuram-4-to-9-years-261125022280
Data Analyst,SRM Institute Of Science And Technology,Chennai(Ramapuram),2-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-srm-institute-of-science-and-technology-chennai-2-to-7-years-251125016534
Data Analyst,Han Digital Solution,"Lakshadweep, Panaji, Dadra & Nagar Haveli, Nagar, North & Middle Andaman, Daman & Diu, New Delhi, Jammu",1-2 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-han-digital-solution-p-lakshadweep-panaji-dadra-nagar-haveli-nagar-north-middle-andaman-daman-diu-new-delhi-jammu-1-to-2-years-241125506140
Data Analyst,Crescendo Global,Hybrid - Delhi / NCR,3-8 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-crescendo-global-leadership-hiring-india-delhi-ncr-3-to-8-years-241125033585
Data Analyst,Difinity Digital,Kochi,1-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-difinity-digital-kochi-1-to-4-years-231025500969
"Data Analyst (Python,ML exp)",Han Digital Solution,"Vijayawada, Visakhapatnam, Guntur, Nellore",1-2 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-python-ml-exp-han-digital-solution-p-vijayawada-visakhapatnam-guntur-nellore-1-to-2-years-221125501748
Data Analyst,Han Digital Solution,"Vijayawada, Visakhapatnam, Guntur, Nellore",1-2 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-han-digital-solution-p-vijayawada-visakhapatnam-guntur-nellore-1-to-2-years-221125501020
Data Analyst,Navadhan Capitali,"Mumbai(Goregaon East), Mumbai Suburban, Goregaon",2-5 Yrs,4-9 Lacs PA,https://www.naukri.com/job-listings-data-analyst-navadhan-capitali-mumbai-mumbai-suburban-goregaon-2-to-5-years-221125017842
Data Analyst,Leverage Edu,Noida,1-3 Yrs,3.5-4.25 Lacs PA,https://www.naukri.com/job-listings-data-analyst-leverage-edu-noida-1-to-3-years-221125016984
Data Analyst,Feathersoft Info Solutions,"Kochi, Chennai",0-1 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-feathersoft-info-solutions-private-limited-kochi-chennai-0-to-1-years-221025503875
Data Analyst,Indium Software,Bengaluru,1-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-indium-software-bengaluru-1-to-4-years-211125500327
Data Analyst / Founder's office,Lynkit,Delhi / NCR,0-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-founder-s-office-lynkit-delhi-ncr-0-to-5-years-191125018006
Data Analyst,Leading Client,Chennai,6-8 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-zorba-consulting-chennai-6-to-8-years-181125925393
S&C GN-Data&AI-Resources- Analyst,Accenture,Bengaluru,4-8 Yrs,Not Disclosed,https://www.naukri.com/job-listings-s-c-gn-data-ai-resources-analyst-accenture-solutions-pvt-ltd-bengaluru-4-to-8-years-171125927075
"Data Eng, Mgmt & Governance Analyst",Accenture,Gurugram,3-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-eng-mgmt-governance-analyst-accenture-solutions-pvt-ltd-gurugram-3-to-5-years-171125920546
Data Governance Purview Analyst,Leading Client,Kolkata,8-10 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-governance-purview-analyst-zorba-consulting-kolkata-8-to-10-years-171125912520
Data Governance Purview Analyst,Leading Client,Bhopal,8-10 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-governance-purview-analyst-zorba-consulting-bhopal-8-to-10-years-171125907825
Data Analyst,Multrix,Bengaluru,4-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-multrix-bengaluru-4-to-5-years-171125502111
Data Analyst,Isoft India Technologies,Noida,3-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-isoft-india-technologies-noida-3-to-5-years-171125501841
Data Analyst,Blink Digital,Bengaluru,4-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-blink-digital-bengaluru-4-to-5-years-171125501175
Data Analyst,Club Mahindra,Mumbai (All Areas)(Worli),2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-club-mahindra-mumbai-all-areas-2-to-4-years-171125025531
Data Analyst,Larsen & Toubro (L&T),Vadodara,3-6 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-larsen-toubro-l-t-vadodara-3-to-6-years-171125022142
Data Analyst,Idreambiz,"Noida, New Delhi, Delhi / NCR",1-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-idreambiz-noida-new-delhi-delhi-ncr-1-to-5-years-171125014587
Data Analyst,Casagrand,Chennai,2-5 Yrs,2-4.5 Lacs PA,https://www.naukri.com/job-listings-data-analyst-casagrand-chennai-2-to-5-years-171125004507
Data Governance Purview Analyst,Leading Client,Visakhapatnam,8-10 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-governance-purview-analyst-zorba-consulting-visakhapatnam-8-to-10-years-141125917560
Data Analyst,Algoleap Technologies,Bengaluru,12-22 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-algoleap-technologies-pvt-ltd-bengaluru-12-to-22-years-141125033089
Data Analyst and Consultant,Client of EDGE,"Pune, Bengaluru, Delhi / NCR",4-9 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-and-consultant-edge-executive-search-pune-bengaluru-delhi-ncr-4-to-9-years-141125022996
Data Governance Purview Analyst,Leading Client,New Delhi,8-10 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-governance-purview-analyst-zorba-consulting-new-delhi-8-to-10-years-131125912093
Data Analyst,Airtel Payments Bank,Gurugram,4-8 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-airtel-payments-bank-gurugram-4-to-8-years-131125022989
Data Analyst,Indofast Energy,Bengaluru,1-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-indofast-energy-bengaluru-1-to-3-years-131025004005
Data Governance Purview Analyst,Leading Client,Noida,8-10 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-governance-purview-analyst-zorba-consulting-noida-8-to-10-years-121125914739
Data Analyst,Techquaint Services,Remote,3-8 Yrs,7-10 Lacs PA,https://www.naukri.com/job-listings-data-analyst-techquaint-services-indore-3-to-8-years-121125029184
Data Analyst,Printo Document Services,Bengaluru(Bommanahalli),3-5 Yrs,3-5 Lacs PA,https://www.naukri.com/job-listings-data-analyst-printo-document-services-bengaluru-3-to-5-years-121125016314
CSAT Data Analyst - PowerBI,AkzoNobel,Hybrid - Pune,4-9 Yrs,Not Disclosed,https://www.naukri.com/job-listings-csat-data-analyst-powerbi-akzonobel-pune-4-to-9-years-111125042645
Data Analyst,Syngenta,Pune,5-10 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-syngenta-pune-5-to-10-years-101125003953
Data Analyst,Kairos Technologies,Hybrid - Pune,5-8 Yrs,13-15 Lacs PA,https://www.naukri.com/job-listings-data-analyst-kairos-technologies-pune-5-to-8-years-101125003393
